scenario,seed,design_reserve_MOI,design_reserve_PASI,payment_MOI,payment_PASI,pps_MOI,pps_PASI,coverage_MOI,coverage_PASI,qualified_coverage_MOI,qualified_coverage_PASI,mean_quality_MOI,mean_quality_PASI,assigned_MOI,assigned_PASI,qualified_MOI,qualified_PASI,payment_saving_percent,pps_saving_percent,decision_fee_saving_percent,decision_fee_per_service_MOI,decision_fee_per_service_PASI,decision_fee_per_service_saving_percent,coverage_delta_pp,qualified_coverage_delta_pp,mean_quality_delta
stationary,9,42378.426447993406,36296.15937424566,42396.62960294771,36296.15937424566,0.6259098500494229,0.5358473983442432,0.8467,0.8467,0.8467,0.8467,0.8923334865028549,0.8919173614156272,67736,67736,67736,67736,14.389045275141168,14.389045275141171,14.352272095831292,0.62564111326316,0.5358473983442432,14.35227209583129,0.0,0.0,-0.00041612508722777
stationary,10,44823.36705821764,38582.36976652106,44846.45594077291,38582.36976652106,0.6640771181184166,0.5713198152952831,0.84415,0.84415,0.84415,0.84415,0.8913717792773849,0.8909674411371886,67532,67532,67532,67532,13.967851066145796,13.967851066145798,13.923535203392087,0.6637352226828414,0.5713198152952831,13.923535203392087,0.0,0.0,-0.0004043381401962476
stationary,11,43035.75867537546,36753.53684646427,43055.31653363093,36753.53684646427,0.6373749690401465,0.5440857551548351,0.8443875,0.8443875,0.8443875,0.8443875,0.8923533074906327,0.8919810730542277,67551,67551,67551,67551,14.636472785525298,14.636472785525294,14.597678819371675,0.6370854417458729,0.5440857551548351,14.597678819371673,0.0,0.0,-0.00037223443640499454
stationary,12,41699.44895923047,35169.06109343447,41725.0487052344,35169.06109343447,0.6160679291465037,0.519269151509486,0.8466,0.8466,0.8466,0.8466,0.8920063047963092,0.891523921488064,67728,67728,67728,67728,15.712354605298477,15.712354605298474,15.660609501532624,0.6156899503784323,0.519269151509486,15.660609501532624,0.0,0.0,-0.00048238330824512676
stationary,13,44089.814572756295,37732.79562623031,44109.38845335324,37732.79562623031,0.6509169697240942,0.5568183520435372,0.8470625,0.8470625,0.8470625,0.8470625,0.891754432382865,0.8914066535935048,67765,67765,67765,67765,14.456316559152324,14.456316559152356,14.418339038454638,0.6506281203092495,0.5568183520435374,14.418339038454647,0.0,0.0,-0.0003477787893602091
stationary,14,45877.86915617517,40346.27337320265,45906.08661002011,40346.27337320265,0.6802312570017501,0.5978465662982345,0.843575,0.843575,0.843575,0.843575,0.8918287545249584,0.8912859626500912,67486,67486,67486,67486,12.111276842325942,12.11127684232594,12.057220365100505,0.6798131339266688,0.5978465662982345,12.0572203651005,0.0,0.0,-0.0005427918748671656
stationary,15,42793.91143283504,37055.033286035614,42814.79398864,37055.033286035614,0.6328119954571522,0.5476814757461884,0.845725,0.845725,0.845725,0.845725,0.8920844729011104,0.8916900399780529,67658,67658,67658,67658,13.452734828369406,13.452734828369406,13.410501528486323,0.6325033467266996,0.5476814757461884,13.410501528486321,0.0,0.0,-0.0003944329230575194
stationary,16,40866.29637221318,34645.761907321976,40885.12154776102,34645.761907321976,0.6024478235874312,0.5105100111592422,0.8483125,0.8483125,0.8483125,0.8483125,0.8926847146004614,0.8923574178456603,67865,67865,67865,67865,15.260709530116893,15.260709530116904,15.221674135170286,0.6021704320667971,0.5105100111592422,15.2216741351703,0.0,0.0,-0.00032729675480114295
stationary,17,45500.78763356398,39081.50374231971,45524.13658926668,39081.50374231971,0.6711801581857768,0.5761939012829657,0.8478375,0.8478375,0.8478375,0.8478375,0.8920841766590324,0.8916794110479257,67827,67827,67827,67827,14.152125289216269,14.15212528921628,14.108072024909381,0.6708359153959925,0.5761939012829657,14.108072024909392,0.0,0.0,-0.0004047656111066944
stationary,18,45689.77231239401,39765.285327778896,45711.70775400371,39765.285327778896,0.6761986916466282,0.588235164091935,0.8450125,0.8450125,0.8450125,0.8450125,0.8922651046811902,0.8918680768275697,67601,67601,67601,67601,13.008532646002472,13.008532646002465,12.966768457736459,0.6758742076654785,0.588235164091935,12.966768457736457,0.0,0.0,-0.00039702785362050186
stationary,19,42928.73672451558,36998.84813540803,42944.57823447168,36998.84813540803,0.6346176774711346,0.5467540732290236,0.845875,0.845875,0.845875,0.845875,0.8918341548986303,0.8915425515386791,67670,67670,67670,67670,13.845123979564443,13.84512397956445,13.81333121251884,0.6343835780185544,0.5467540732290236,13.813331212518843,0.0,0.0,-0.0002916033599511536
stationary,20,40999.65094633134,35024.69730640615,41018.262645289,35024.69730640615,0.6049623563159299,0.5165655989617887,0.8475375,0.8475375,0.8475375,0.8475375,0.8923821787236007,0.8919718526121502,67803,67803,67803,67803,14.611943442639248,14.611943442639216,14.573181727196701,0.6046878596276174,0.5165655989617887,14.573181727196694,0.0,0.0,-0.0004103261114505319
stationary,21,45327.27081118505,38895.95478381604,45347.02843574518,38895.95478381604,0.6695956829399935,0.5743389215453544,0.8465375,0.8465375,0.8465375,0.8465375,0.8922474004913152,0.8918984255383512,67723,67723,67723,67723,14.226011878749755,14.22601187874977,14.188624005533558,0.6693039412191583,0.5743389215453545,14.188624005533567,0.0,0.0,-0.0003489749529640429
stationary,22,43856.17193291918,37906.0734304473,43876.676183379874,37906.0734304473,0.6484110093896653,0.5601772393220917,0.84585,0.84585,0.84585,0.84585,0.8923390481331149,0.8919756614268354,67668,67668,67668,67668,13.607691539757491,13.607691539757484,13.56730020023848,0.6481079968806405,0.5601772393220917,13.56730020023848,0.0,0.0,-0.00036338670627955594
stationary,23,45303.449889180425,39078.06816810945,45326.84229036192,39078.06816810945,0.6713198105771994,0.5787714297917542,0.8439875,0.8439875,0.8439875,0.8439875,0.891340089486423,0.8909396955808226,67519,67519,67519,67519,13.786034513993004,13.786034513993002,13.74151799984166,0.6709733540067303,0.5787714297917542,13.74151799984165,0.0,0.0,-0.00040039390560031585
stationary,24,43708.54784695632,37080.26486394229,43732.03103755655,37080.26486394229,0.6455960530500383,0.5473990590936136,0.8467375,0.8467375,0.8467375,0.8467375,0.8919498792693378,0.8915420474047745,67739,67739,67739,67739,15.210284123099159,15.210284123099138,15.164729348187647,0.6452493814044541,0.5473990590936136,15.16472934818764,0.0,0.0,-0.00040783186456327947
stationary,25,44653.84955528262,37612.394459204734,44676.83409215353,37612.394459204734,0.660255284665172,0.5558536703692362,0.845825,0.845825,0.845825,0.845825,0.8921092296159819,0.8917031876629034,67666,67666,67666,67666,15.81231028675217,15.812310286752178,15.76897661949701,0.659915608359924,0.5558536703692362,15.768976619497009,0.0,0.0,-0.00040604195307858415
stationary,26,46911.61445371927,40183.403786585564,46934.34042335246,40183.403786585564,0.6950146664201461,0.5950452211844449,0.844125,0.844125,0.844125,0.844125,0.8921477739144421,0.8917368564421287,67530,67530,67530,67530,14.383789301975424,14.383789301975428,14.342313189351925,0.6946781349580818,0.5950452211844449,14.342313189351923,0.0,0.0,-0.00041091747231336573
stationary,27,45122.10475455757,38591.951679507496,45141.03821979492,38591.951679507496,0.6679941136746959,0.571081161926506,0.8447125,0.8447125,0.8447125,0.8447125,0.8921570533191848,0.8917995911788358,67577,67577,67577,67577,14.508054751420334,14.508054751420326,14.472181895261645,0.6677139375017768,0.571081161926506,14.472181895261635,0.0,0.0,-0.0003574621403490408
stationary,28,45334.50947764976,39183.94768138594,45357.16068347637,39183.94768138594,0.6714108605355099,0.5800303113224179,0.8444375,0.8444375,0.8444375,0.8444375,0.892147137693127,0.8917629157113451,67555,67555,67555,67555,13.61022804132301,13.610228041322998,13.567063738267848,0.6710755603234365,0.5800303113224178,13.567063738267848,0.0,0.0,-0.0003842219817818959
stationary,29,40588.35965997324,33920.46121589339,40607.57867375253,33920.46121589339,0.6011217662243354,0.5021310854572467,0.8444125,0.8444125,0.8444125,0.8444125,0.8923457305612583,0.8919743643339252,67553,67553,67553,67553,16.467658688996107,16.46765868899612,16.428105249731217,0.6008372634816106,0.5021310854572467,16.42810524973122,0.0,0.0,-0.0003713662273331364
stationary,30,47426.36765065072,40794.12761898454,47445.482178848135,40794.12761898454,0.6998581295834103,0.6017454253239204,0.8474125,0.8474125,0.8474125,0.8474125,0.8920767428756707,0.8917268927137162,67793,67793,67793,67793,14.018941855814598,14.018941855814605,13.98428840370022,0.6995761752784316,0.6017454253239204,13.98428840370022,0.0,0.0,-0.00034985016195454577
