scenario,method,seed,phase,slot_start,slot_end,mean_selected_H,median_selected_H,mean_selected_lambda,design_reserve,execution_settlement,assigned,tasks,coverage
burst,MOI,2,Early,1,100,0.7933673709122981,0.8978961551203455,0.8965504174434451,3199.146076916383,3200.16447144146,5455,6880,0.7928779069767442
burst,MOI,2,Middle,301,500,0.9729408874996518,0.9786893100430802,0.9062496475984958,6521.851998732094,6524.486942314294,10960,13760,0.7965116279069767
burst,MOI,2,Late,701,1000,0.9734876031350306,0.9788913806306081,0.9083731392242268,9899.966620981511,9903.956871624398,16535,20640,0.8011143410852714
burst,PASI,3,Early,1,100,0.8046689059272579,0.9122807795002456,0.8283278564662117,2562.2896581772034,2562.2896581772034,5533,6880,0.8042151162790697
burst,PASI,3,Middle,301,500,0.9744795480231226,0.98472818256687,0.7915300855623779,4736.518569663619,4736.518569663619,10899,13760,0.792078488372093
burst,PASI,3,Late,701,1000,0.9750033721062585,0.985017212456881,0.7995725906421535,7348.987028319312,7348.987028319312,16559,20640,0.8022771317829457
burst,MOI,4,Early,1,100,0.8035691827816743,0.9141381715695792,0.9113127869997754,2960.4507029819315,2961.696615737145,5442,6880,0.7909883720930233
burst,MOI,4,Middle,301,500,0.974775064796843,0.9787366590248638,0.956847223932078,6517.80587186768,6521.2950359641745,11122,13760,0.8082848837209302
burst,MOI,4,Late,701,1000,0.9752040419763811,0.9786364484436914,0.9469543286415857,9453.52750547626,9458.826240965798,16377,20640,0.7934593023255814
burst,PASI,2,Early,1,100,0.7954817370025156,0.901791710261082,0.8018315812331407,2800.6249601851596,2800.6249601851596,5455,6880,0.7928779069767442
burst,PASI,2,Middle,301,500,0.9732982374810578,0.9818364751250297,0.7932701640581783,5567.381890112871,5567.381890112871,10960,13760,0.7965116279069767
burst,PASI,2,Late,701,1000,0.9738352983711418,0.9815011672506081,0.7953216429554901,8454.29469529485,8454.29469529485,16535,20640,0.8011143410852714
burst,MOI,3,Early,1,100,0.8032037086069372,0.912080133413738,0.9539696653521,3060.9472398984303,3062.1683342980464,5533,6880,0.8042151162790697
burst,MOI,3,Middle,301,500,0.9747533083516591,0.9828408847011634,0.9414038925003302,5881.6162781813655,5884.560468539999,10899,13760,0.792078488372093
burst,MOI,3,Late,701,1000,0.9754033017844099,0.982548728526449,0.9493636153222207,9103.15192949667,9107.552154625777,16559,20640,0.8022771317829457
burst,PASI,4,Early,1,100,0.8040348368901825,0.9106929133457056,0.7948532618272757,2492.911022394729,2492.911022394729,5442,6880,0.7909883720930233
burst,PASI,4,Middle,301,500,0.9737780281349551,0.9816913639425147,0.8186123213084466,5349.476782240599,5349.476782240599,11122,13760,0.8082848837209302
burst,PASI,4,Late,701,1000,0.9743389360993528,0.9810902450403507,0.807784764740772,7733.8272651518255,7733.8272651518255,16377,20640,0.7934593023255814
burst,MOI,5,Early,1,100,0.801191875329827,0.9136448595677061,0.8874834274065461,2724.9353740798597,2725.865815452888,5410,6880,0.7863372093023255
burst,MOI,5,Middle,301,500,0.9745554901675322,0.9803821787268818,0.8730111433482048,5358.395427121306,5360.612345859378,10936,13760,0.7947674418604651
burst,MOI,5,Late,701,1000,0.9752510109984966,0.9801747487825739,0.8876060297289965,8326.959632630893,8330.447855142978,16535,20640,0.8011143410852714
burst,PASI,5,Early,1,100,0.8013839750678713,0.9121958953222342,0.7732173306622983,2316.632234669757,2316.632234669757,5410,6880,0.7863372093023255
burst,PASI,5,Middle,301,500,0.9749069821488638,0.9816541268495402,0.7376707108399794,4384.493559048042,4384.493559048042,10936,13760,0.7947674418604651
burst,PASI,5,Late,701,1000,0.9753029668666866,0.9812753673358995,0.7515214820014918,6836.801484612095,6836.801484612095,16535,20640,0.8011143410852714
burst,PASI,6,Early,1,100,0.808181357160855,0.9179949625516953,0.8079731748635093,2717.4895855320965,2717.4895855320965,5581,6880,0.8111918604651163
burst,PASI,6,Middle,301,500,0.9733576885350483,0.9819508878457188,0.790502236137064,5193.906436473993,5193.906436473993,10890,13760,0.7914244186046512
burst,PASI,6,Late,701,1000,0.9739349176645838,0.9815910075940941,0.7820455098196347,7606.454829664572,7606.454829664572,16303,20640,0.7898740310077519
burst,MOI,6,Early,1,100,0.8070875479434866,0.9159558170362587,0.9122934650082489,3177.230739286125,3178.447763309206,5581,6880,0.8111918604651163
burst,MOI,6,Middle,301,500,0.9737928503086364,0.9779231919318313,0.9148324937574974,6251.645544304912,6254.767165217301,10890,13760,0.7914244186046512
burst,MOI,6,Late,701,1000,0.9741170786635931,0.978193525086666,0.9074929131376409,9179.592961704906,9184.030306629433,16303,20640,0.7898740310077519
burst,MOI,7,Early,1,100,0.8042259051650104,0.910957956559979,0.9518369404483827,3086.330781869272,3087.8317420148123,5554,6880,0.8072674418604651
burst,MOI,7,Middle,301,500,0.9745467048911853,0.981453828581649,0.9579639774877491,6154.810996371954,6158.21675156723,10908,13760,0.7927325581395349
burst,MOI,7,Late,701,1000,0.974453160095474,0.9811634423545765,0.9652797423836772,9391.733182959057,9397.21194763337,16428,20640,0.7959302325581395
burst,PASI,7,Early,1,100,0.8042019804640705,0.9134940348319092,0.8392044525228989,2651.279474973506,2651.279474973506,5554,6880,0.8072674418604651
burst,PASI,7,Middle,301,500,0.9748714327169611,0.9798388962984753,0.8246996069673076,5138.421976941191,5138.421976941191,10908,13760,0.7927325581395349
burst,PASI,7,Late,701,1000,0.9749533313095536,0.9793539856155076,0.8312320599519383,7863.23577281578,7863.23577281578,16428,20640,0.7959302325581395
burst,PASI,8,Early,1,100,0.8081012167792505,0.9139344843649988,0.8063032667065306,2562.5859097157804,2562.5859097157804,5506,6880,0.8002906976744186
burst,PASI,8,Middle,301,500,0.9736629357138693,0.983162451988951,0.8161220450904533,5245.18337214048,5245.18337214048,11003,13760,0.7996366279069768
burst,PASI,8,Late,701,1000,0.97469959122072,0.9833560071070164,0.8033988945360219,7622.75748681125,7622.75748681125,16425,20640,0.7957848837209303
burst,MOI,9,Early,1,100,0.8065649986808182,0.9156834822290734,0.9118401283444358,2960.1791767944082,2961.187626593692,5515,6880,0.8015988372093024
burst,MOI,9,Middle,301,500,0.9747961341402371,0.9802060307561032,0.8967507268417074,5732.225158201272,5734.538826195872,10939,13760,0.7949854651162791
burst,MOI,9,Late,701,1000,0.975230491545549,0.9804701314315274,0.9067501307568981,8730.97692279943,8734.695239383851,16404,20640,0.7947674418604651
burst,MOI,8,Early,1,100,0.8069587040503006,0.9173491194030938,0.914250298546708,2949.92537878282,2950.9341838044734,5506,6880,0.8002906976744186
burst,MOI,8,Middle,301,500,0.9747511219451046,0.9797561644316847,0.9440267040451601,6181.800825803028,6184.324967952161,11003,13760,0.7996366279069768
burst,MOI,8,Late,701,1000,0.9757328996480702,0.979908940649479,0.931473407147667,9016.891119886128,9020.528947949206,16425,20640,0.7957848837209303
burst,PASI,9,Early,1,100,0.8068578350075476,0.9112813961774133,0.8047023770126326,2544.55372756391,2544.55372756391,5515,6880,0.8015988372093024
burst,PASI,9,Middle,301,500,0.973837307814569,0.9827763362153487,0.7702826602783673,4785.197297719389,4785.197297719389,10939,13760,0.7949854651162791
burst,PASI,9,Late,701,1000,0.9742687903817169,0.9831487339791115,0.7808101719669502,7287.593695913378,7287.593695913378,16404,20640,0.7947674418604651
burst,MOI,10,Early,1,100,0.7987229811527556,0.9050813671272548,0.9405774630396535,3085.685527514078,3087.072152021569,5524,6880,0.8029069767441861
burst,MOI,10,Middle,301,500,0.9724639075779801,0.977603220912604,0.9345133586416514,6012.483931574516,6015.686878233379,10858,13760,0.7890988372093023
burst,MOI,10,Late,701,1000,0.9732101394591793,0.9781027591029523,0.9379615740701938,9141.470877192298,9146.690040798054,16456,20640,0.7972868217054263
burst,PASI,10,Early,1,100,0.7998796793244924,0.903993899488087,0.8379348729655952,2663.8995535582453,2663.8995535582453,5524,6880,0.8029069767441861
burst,PASI,10,Middle,301,500,0.9724666998605099,0.9821614670694871,0.8120551877023378,5038.405795446465,5038.405795446465,10858,13760,0.7890988372093023
burst,PASI,10,Late,701,1000,0.9733176020342724,0.9822681004860097,0.8162597136506656,7651.711526321893,7651.711526321893,16456,20640,0.7972868217054263
burst,PASI,11,Early,1,100,0.8038787431746489,0.9137863602784878,0.7771988879619307,2672.9515544446112,2672.9515544446112,5551,6880,0.8068313953488372
burst,PASI,11,Middle,301,500,0.9739550158298069,0.9823226288623761,0.739444518724725,4922.132917973843,4922.132917973843,10922,13760,0.79375
burst,PASI,11,Late,701,1000,0.9745863898636103,0.9820225858663079,0.732861784270171,7371.231870560622,7371.231870560622,16538,20640,0.8012596899224806
burst,MOI,11,Early,1,100,0.8018629580428159,0.9092549134906921,0.8790969170041809,3108.7450631485467,3109.878542135972,5551,6880,0.8068313953488372
burst,MOI,11,Middle,301,500,0.9736513219646928,0.9801548494927548,0.8592321952756024,5911.27004923133,5913.836712106615,10922,13760,0.79375
burst,MOI,11,Late,701,1000,0.9741714600975264,0.9800078692045548,0.8531934541911793,8877.826716268872,8881.636506248118,16538,20640,0.8012596899224806
burst,MOI,12,Early,1,100,0.7947582458402586,0.8991916695117694,0.8717154674261774,2796.5091034912466,2798.055050516599,5401,6880,0.7850290697674419
burst,MOI,12,Middle,301,500,0.9718426063037781,0.9780473829804406,0.8801553223069397,5724.201379860502,5727.924351142018,10924,13760,0.7938953488372092
burst,MOI,12,Late,701,1000,0.9727981827379774,0.9785619868155073,0.8791254067375176,8514.212684199592,8519.857329761011,16373,20640,0.793265503875969
burst,PASI,12,Early,1,100,0.7980473633053244,0.9110245449537125,0.7634518646359498,2366.640577426414,2366.640577426414,5401,6880,0.7850290697674419
burst,PASI,12,Middle,301,500,0.9724086975867676,0.9780298987697524,0.752107666418797,4697.546679835363,4697.546679835363,10924,13760,0.7938953488372092
burst,PASI,12,Late,701,1000,0.973675509756285,0.9791751289947745,0.7509112525537122,6977.443552061032,6977.443552061032,16373,20640,0.793265503875969
burst,MOI,13,Early,1,100,0.8009716660040833,0.9065880233139043,0.9047949894799729,2987.7666759328886,2988.9252085790977,5490,6880,0.7979651162790697
burst,MOI,13,Middle,301,500,0.9742028022728731,0.9806261811069905,0.9108566919265887,5951.558185593329,5954.414740732496,10879,13760,0.790625
burst,MOI,13,Late,701,1000,0.9747297770076262,0.9810631722377089,0.9149121359031328,9123.715016284072,9128.516537905027,16563,20640,0.8024709302325581
burst,MOI,14,Early,1,100,0.807717690764048,0.9150982101861754,0.9523073958256689,3108.7448052845593,3110.298714597975,5338,6880,0.7758720930232558
burst,MOI,14,Middle,301,500,0.9727636674445928,0.9812140814752109,0.9639197646516411,6495.899798191413,6499.837545766361,10976,13760,0.7976744186046512
burst,MOI,14,Late,701,1000,0.9731051680324659,0.9812449314121346,0.9525604635182983,9495.588801645967,9501.3391886061,16349,20640,0.7921027131782946
burst,PASI,13,Early,1,100,0.8009423905420608,0.9092415169078434,0.7968147814786438,2565.6934493126823,2565.6934493126823,5490,6880,0.7979651162790697
burst,PASI,13,Middle,301,500,0.9740937153435607,0.9829526940950981,0.782069387660807,4953.610768102315,4953.610768102315,10879,13760,0.790625
burst,PASI,13,Late,701,1000,0.9745315823984418,0.9832711289983304,0.7868535953130269,7583.891271762886,7583.891271762886,16563,20640,0.8024709302325581
burst,PASI,14,Early,1,100,0.8093516643148917,0.917835187318286,0.8657586551732137,2742.3391610147787,2742.3391610147787,5338,6880,0.7758720930232558
burst,PASI,14,Middle,301,500,0.9731845553755379,0.9816229633050861,0.860381223528565,5598.379066664412,5598.379066664412,10976,13760,0.7976744186046512
burst,PASI,14,Late,701,1000,0.9737992564532286,0.981799649874226,0.8484296751551512,8162.550008430281,8162.550008430281,16349,20640,0.7921027131782946
burst,MOI,15,Early,1,100,0.8066896967902596,0.9194349045586483,0.9082581583472933,2977.5636647758274,2978.8362435519243,5457,6880,0.7931686046511628
burst,MOI,15,Middle,301,500,0.9727620544733504,0.9812387351897376,0.8922467698745746,5804.303350068221,5807.19918109387,10864,13760,0.7895348837209303
burst,MOI,15,Late,701,1000,0.9738953016908393,0.9816087990464233,0.9009701479179144,8848.452330816697,8852.867540318499,16414,20640,0.7952519379844961
burst,PASI,15,Early,1,100,0.8074199701424648,0.9193642906942824,0.8169549749630395,2602.935431217512,2602.935431217512,5457,6880,0.7931686046511628
burst,PASI,15,Middle,301,500,0.9723638395784256,0.9825651737446558,0.7837351282197578,4930.430246128063,4930.430246128063,10864,13760,0.7895348837209303
burst,PASI,15,Late,701,1000,0.9735639471171569,0.9821432367808456,0.7909920995416737,7517.944250996832,7517.944250996832,16414,20640,0.7952519379844961
burst,MOI,17,Early,1,100,0.8018332920392545,0.9116426524855233,0.9257080391509581,3137.411624376712,3138.7082918549,5495,6880,0.7986918604651163
burst,MOI,17,Middle,301,500,0.9735825939268541,0.9802356162926902,0.9405326696887879,6349.409824116299,6352.699297487678,10892,13760,0.7915697674418605
burst,MOI,17,Late,701,1000,0.9743831621329416,0.9803276318003183,0.9174367940816174,9118.041932389457,9122.700497883412,16331,20640,0.7912306201550388
burst,MOI,16,Early,1,100,0.8129733105430446,0.9172219500082577,0.861803358329308,2753.154939788376,2754.206317784398,5453,6880,0.7925872093023256
burst,MOI,16,Middle,301,500,0.9757133345964826,0.9833646940643277,0.8531130755292362,5427.999165239726,5430.295456055745,10935,13760,0.7946947674418605
burst,MOI,16,Late,701,1000,0.9762661273097664,0.9834804326224117,0.860354728499812,8232.747850700334,8236.149711456324,16373,20640,0.793265503875969
burst,PASI,16,Early,1,100,0.8131538940539186,0.9210514826501802,0.7592340849228143,2361.0893856490634,2361.0893856490634,5453,6880,0.7925872093023256
burst,PASI,16,Middle,301,500,0.975041176304869,0.9816878559083931,0.7309298205693723,4503.286690560437,4503.286690560437,10935,13760,0.7946947674418605
burst,PASI,16,Late,701,1000,0.9755996672553782,0.9822044894236617,0.737770749168391,6840.423978578704,6840.423978578704,16373,20640,0.793265503875969
burst,PASI,17,Early,1,100,0.8023727308475275,0.9081168661805795,0.8188531311965094,2707.99129425739,2707.99129425739,5495,6880,0.7986918604651163
burst,PASI,17,Middle,301,500,0.9734110663222154,0.9821439131167555,0.8130634579401345,5334.393036219475,5334.393036219475,10892,13760,0.7915697674418605
burst,PASI,17,Late,701,1000,0.9741148743303334,0.9821258624630299,0.7899174241277066,7619.834015729917,7619.834015729917,16331,20640,0.7912306201550388
burst,MOI,18,Early,1,100,0.8009433085839862,0.9102855397691216,0.9104717768120434,3079.6844480618947,3080.912017606144,5437,6880,0.7902616279069767
burst,MOI,18,Middle,301,500,0.9740406963268867,0.9792645964011486,0.9272195542013912,6456.9381793444445,6460.120890463213,11044,13760,0.8026162790697674
burst,MOI,18,Late,701,1000,0.9749756740481498,0.9808151958164341,0.94494389707439,9994.747274004454,9999.44690949544,16626,20640,0.8055232558139535
burst,PASI,18,Early,1,100,0.8014034993883412,0.9101694698876698,0.8101537497729334,2679.8854581630867,2679.8854581630867,5437,6880,0.7902616279069767
burst,PASI,18,Middle,301,500,0.9737547044606101,0.9816999682828853,0.8096389217895333,5480.148570169698,5480.148570169698,11044,13760,0.8026162790697674
burst,PASI,18,Late,701,1000,0.9748958633575572,0.9821168284020594,0.827871213017944,8521.727033312605,8521.727033312605,16626,20640,0.8055232558139535
burst,PASI,19,Early,1,100,0.8067641035549289,0.9092312947158991,0.8065255073056607,2612.933605967596,2612.933605967596,5532,6880,0.8040697674418604
burst,PASI,19,Middle,301,500,0.9740434161620498,0.981197341668067,0.7849822409152643,5038.010681696568,5038.010681696568,11021,13760,0.8009447674418605
burst,PASI,19,Late,701,1000,0.9744695926400645,0.9813961449084181,0.7884856499460389,7522.869894190231,7522.869894190231,16401,20640,0.7946220930232558
burst,MOI,19,Early,1,100,0.8071853077425062,0.9135033578668458,0.9010206959304492,3021.056003114092,3021.9791758822707,5532,6880,0.8040697674418604
burst,MOI,19,Middle,301,500,0.9749297235462256,0.9804046572204508,0.8987226737966728,6010.446199127091,6012.800101173125,11021,13760,0.8009447674418605
burst,MOI,19,Late,701,1000,0.9753282816213309,0.9808114634486134,0.901903126303657,8974.333423422248,8977.833154350463,16401,20640,0.7946220930232558
burst,MOI,20,Early,1,100,0.8037676168518647,0.9115136509650749,0.8997553510450964,2907.6974087359335,2908.6612284594603,5513,6880,0.8013081395348837
burst,MOI,20,Middle,301,500,0.9746006899411465,0.9791977247308707,0.8834476583025979,5591.8740741395195,5594.150371994629,10955,13760,0.7961482558139535
burst,MOI,20,Late,701,1000,0.9752285837151501,0.9795459825445747,0.8869217513167759,8445.645752284301,8449.36663521186,16457,20640,0.7973352713178294
burst,MOI,21,Early,1,100,0.8083160588208049,0.9228322904184987,0.9266562773572316,3081.1192453781614,3082.2944635799972,5430,6880,0.7892441860465116
burst,MOI,21,Middle,301,500,0.9753530275145679,0.9811869125463379,0.9328859755079605,6275.0559666953595,6278.023479211931,10876,13760,0.790406976744186
burst,MOI,21,Late,701,1000,0.9760384889947201,0.9805245084400019,0.9300083354932804,9416.766220369445,9421.410603148743,16424,20640,0.7957364341085271
burst,PASI,21,Early,1,100,0.8079767825659648,0.918988082470319,0.8221347622256826,2645.8518050418575,2645.8518050418575,5430,6880,0.7892441860465116
burst,PASI,21,Middle,301,500,0.975233976873811,0.9828196311587678,0.8098083832461018,5241.650764723041,5241.650764723041,10876,13760,0.790406976744186
burst,PASI,21,Late,701,1000,0.9759415905283745,0.983019224214834,0.8065848030181715,7857.996174970114,7857.996174970114,16424,20640,0.7957364341085271
burst,MOI,22,Early,1,100,0.7967414973081414,0.9002503932378317,0.9298040008723453,3047.233647107275,3048.3640585297953,5535,6880,0.8045058139534884
burst,MOI,22,Middle,301,500,0.9726849813097296,0.9803963422036324,0.9301005601726968,6036.636291147182,6039.458710144689,10894,13760,0.7917151162790698
burst,MOI,22,Late,701,1000,0.9734215513239695,0.9800644689573396,0.9293989384430607,9082.410480130362,9086.752747794657,16428,20640,0.7959302325581395
burst,PASI,20,Early,1,100,0.80453305224334,0.9141103837458836,0.796351052723961,2501.4542078103746,2501.4542078103746,5513,6880,0.8013081395348837
burst,PASI,20,Middle,301,500,0.9735303054316349,0.9801624929598877,0.7614208001568776,4652.426085243105,4652.426085243105,10955,13760,0.7961482558139535
burst,PASI,20,Late,701,1000,0.9743355303234148,0.9806375311559067,0.7642396844403956,7029.559505799014,7029.559505799014,16457,20640,0.7973352713178294
burst,PASI,23,Early,1,100,0.8136744076232425,0.927168491791702,0.8409993785208254,2779.636525153477,2779.636525153477,5527,6880,0.803343023255814
burst,PASI,23,Middle,301,500,0.9744394004277366,0.9837072854900895,0.8229850362244463,5395.590270366256,5395.590270366256,11028,13760,0.8014534883720931
burst,PASI,23,Late,701,1000,0.9754022994384335,0.9834041441353718,0.8202805918890161,8028.994169782132,8028.994169782132,16427,20640,0.7958817829457364
burst,MOI,23,Early,1,100,0.8094691514516783,0.9183305939056695,0.9400978445745106,3205.8389286069223,3207.318987691672,5527,6880,0.803343023255814
burst,MOI,23,Middle,301,500,0.9742446646338917,0.9813315582839444,0.9398928644195352,6388.929871453504,6392.32806475438,11028,13760,0.8014534883720931
burst,MOI,23,Late,701,1000,0.9752107060717857,0.9812482679076145,0.9372879256838939,9503.69545651156,9509.044296701331,16427,20640,0.7958817829457364
burst,PASI,22,Early,1,100,0.7992914091014163,0.9070437068787597,0.8321487387166034,2672.763977884631,2672.763977884631,5535,6880,0.8045058139534884
burst,PASI,22,Middle,301,500,0.9728652552056806,0.982706876138518,0.8121301031961587,5151.222064564234,5151.222064564234,10894,13760,0.7917151162790698
burst,PASI,22,Late,701,1000,0.9734609071915761,0.9820304828881776,0.8124036275017104,7746.426615041064,7746.426615041064,16428,20640,0.7959302325581395
burst,MOI,24,Early,1,100,0.8114184204389084,0.921700366217352,0.9283149957054007,3128.5734456211885,3129.900705074605,5527,6880,0.803343023255814
burst,MOI,24,Middle,301,500,0.9775276970248655,0.9827932825783152,0.9157811997788614,6098.8434173636,6102.362142821144,10976,13760,0.7976744186046512
burst,MOI,24,Late,701,1000,0.977755468117193,0.9829942959965596,0.9155522441306576,9143.872453986914,9148.982806575445,16433,20640,0.796172480620155
burst,PASI,24,Early,1,100,0.8107357361168656,0.9181255200599349,0.822221647392035,2676.767881253659,2676.767881253659,5527,6880,0.803343023255814
burst,PASI,24,Middle,301,500,0.9765681609178504,0.9832104913622832,0.7877007149649407,5048.141783107545,5048.141783107545,10976,13760,0.7976744186046512
burst,PASI,24,Late,701,1000,0.9769658038054116,0.9828022501809057,0.7875055245654428,7572.275492919094,7572.275492919094,16433,20640,0.796172480620155
burst,MOI,25,Early,1,100,0.8130093756025308,0.9224807081635692,0.9322373249027734,3012.2873788250176,3013.731441318862,5485,6880,0.7972383720930233
burst,MOI,25,Middle,301,500,0.976927500296792,0.9820814923247089,0.9380270591479046,6010.45182136837,6013.835882426882,10891,13760,0.7914970930232558
burst,MOI,25,Late,701,1000,0.9782872725243046,0.9829612523218696,0.9558013751711947,9396.565749795449,9401.831840365368,16538,20640,0.8012596899224806
burst,PASI,25,Early,1,100,0.8133152890541386,0.9214046700525821,0.8211183063305041,2556.0432047127338,2556.0432047127338,5485,6880,0.7972383720930233
burst,PASI,25,Middle,301,500,0.9763479778354974,0.9844092862951394,0.8059008201899874,4945.472143660672,4945.472143660672,10891,13760,0.7914970930232558
burst,PASI,25,Late,701,1000,0.9778347977468602,0.9846877949703448,0.8241602381979967,7748.501371916597,7748.501371916597,16538,20640,0.8012596899224806
burst,MOI,26,Early,1,100,0.8010495501830632,0.9067068273717644,0.9673840038165104,3349.5941189162045,3350.9544115811946,5549,6880,0.8065406976744186
burst,MOI,26,Middle,301,500,0.9734371044545472,0.9781037063172162,0.9614460349886947,6558.514192483791,6562.04961361724,10999,13760,0.7993459302325582
burst,MOI,26,Late,701,1000,0.9736930865923765,0.9777130128249443,0.9724720097931159,9965.588503150835,9970.574457681647,16385,20640,0.7938468992248062
burst,PASI,27,Early,1,100,0.8014101572696829,0.9126126930458649,0.8090380210013609,2712.1893924563133,2712.1893924563133,5540,6880,0.8052325581395349
burst,PASI,27,Middle,301,500,0.9719210424206316,0.981042271331102,0.7820442440892362,5129.344681644119,5129.344681644119,11016,13760,0.8005813953488372
burst,PASI,27,Late,701,1000,0.9730494176701724,0.9812727373414538,0.7889593825113363,7795.847498859952,7795.847498859952,16512,20640,0.8
burst,PASI,26,Early,1,100,0.8009538045633023,0.9062947318963104,0.8556873097281442,2876.789647425308,2876.789647425308,5549,6880,0.8065406976744186
burst,PASI,26,Middle,301,500,0.9731019381310619,0.9784518737752838,0.8287672406747724,5454.2459524161095,5454.2459524161095,10999,13760,0.7993459302325582
burst,PASI,26,Late,701,1000,0.97343916918674,0.9778180884018862,0.8406499230512802,8318.95249590027,8318.95249590027,16385,20640,0.7938468992248062
burst,MOI,27,Early,1,100,0.8003650892893741,0.9075597245736112,0.9134562375070526,3134.746554422167,3135.794488040354,5540,6880,0.8052325581395349
burst,MOI,27,Middle,301,500,0.9721841594217028,0.9791338383704672,0.9073822179723872,6124.715108364102,6127.313674444219,11016,13760,0.8005813953488372
burst,MOI,27,Late,701,1000,0.9733305648348759,0.9794744326225551,0.9142165945779475,9303.576642333988,9307.591122724769,16512,20640,0.8
burst,MOI,28,Early,1,100,0.8053353090777665,0.9127360447532986,0.9194186853145209,3125.023037953656,3126.344545728595,5440,6880,0.7906976744186046
burst,MOI,28,Middle,301,500,0.973908293814284,0.982299532400422,0.9239864786873876,6386.967094188819,6390.202641938714,11064,13760,0.8040697674418604
burst,MOI,28,Late,701,1000,0.9748225078975987,0.9826239431358956,0.914879978927473,9266.252191099755,9271.168346838684,16408,20640,0.7949612403100775
burst,PASI,28,Early,1,100,0.8045370210323768,0.9074260950299651,0.8187797589391256,2715.278943162975,2715.278943162975,5440,6880,0.7906976744186046
burst,PASI,28,Middle,301,500,0.9731777537508852,0.9824745594823454,0.8040364181780039,5386.922188193533,5386.922188193533,11064,13760,0.8040697674418604
burst,PASI,28,Late,701,1000,0.9741426822108873,0.9833824658990367,0.7943651882729683,7787.83420712029,7787.83420712029,16408,20640,0.7949612403100775
burst,MOI,29,Early,1,100,0.8085168555259435,0.9178002289568433,0.9023626786409451,2819.744020443882,2820.7462375365453,5529,6880,0.8036337209302326
burst,MOI,29,Middle,301,500,0.9744897154751003,0.9795454305211502,0.9118229545109303,5611.757485788806,5614.244658400456,10939,13760,0.7949854651162791
burst,MOI,29,Late,701,1000,0.9748877522753202,0.9797736680985998,0.8994486476806909,8233.214129863085,8236.889769578615,16361,20640,0.7926841085271318
burst,MOI,30,Early,1,100,0.8036413363346372,0.9100251840887922,0.9553427002760796,3201.879551048267,3203.0788883473165,5437,6880,0.7902616279069767
burst,MOI,30,Middle,301,500,0.9732897989151768,0.97716672146093,0.9538179485822795,6424.3273862857695,6427.127444035512,10884,13760,0.7909883720930233
burst,MOI,30,Late,701,1000,0.9739946047341629,0.9773739946901311,0.9639641493040955,9930.634463422191,9934.926395011193,16481,20640,0.7984980620155039
burst,PASI,29,Early,1,100,0.808207594572384,0.9166411292793374,0.7840241590562957,2394.0824754763435,2394.0824754763435,5529,6880,0.8036337209302326
burst,PASI,29,Middle,301,500,0.9740954506255239,0.9801549554037714,0.7699511747643288,4599.911607071443,4599.911607071443,10939,13760,0.7949854651162791
burst,PASI,29,Late,701,1000,0.9744648397069446,0.979926519010255,0.7575655530987324,6736.95627679804,6736.95627679804,16361,20640,0.7926841085271318
burst,PASI,30,Early,1,100,0.8047827836356121,0.9102695297971073,0.8459011268932389,2746.023297662355,2746.023297662355,5437,6880,0.7902616279069767
burst,PASI,30,Middle,301,500,0.9734859748948279,0.9819050997022878,0.8246664476281024,5358.424653961814,5358.424653961814,10884,13760,0.7909883720930233
burst,PASI,30,Late,701,1000,0.9741871174260371,0.9817833490866783,0.8358084620854312,8310.705245442721,8310.705245442721,16481,20640,0.7984980620155039
dynamic,PASI,1,Early,1,100,0.8279583348180569,0.9243067562873326,0.9043595687224488,4078.9422576132224,4078.9422576132224,7128,8544,0.8342696629213483
dynamic,PASI,1,Middle,301,500,0.9734485502698201,0.9820190402120089,0.8727172290733876,5370.082864061629,5370.082864061629,10046,12000,0.8371666666666666
dynamic,PASI,1,Late,701,1000,0.9748849666508143,0.9823495625495327,0.8636993318159601,6800.793902636399,6800.793902636399,13004,15456,0.8413561076604554
dynamic,MOI,1,Early,1,100,0.8282004252457328,0.926489914285027,1.0062754797162683,4675.860585069206,4677.822059683249,7128,8544,0.8342696629213483
dynamic,MOI,1,Middle,301,500,0.9739138971475545,0.9801735854220068,1.0029405422940045,6360.512019083702,6363.7376977776785,10046,12000,0.8371666666666666
dynamic,MOI,1,Late,701,1000,0.9752429296335108,0.9810805380163636,0.9981911707453821,8080.025122770552,8084.228193971061,13004,15456,0.8413561076604554
dynamic,MOI,2,Early,1,100,0.8235007177527809,0.9198793981076274,0.9646630630622516,4798.124536630507,4799.801293399181,7095,8544,0.8304073033707865
dynamic,MOI,2,Middle,301,500,0.9738135989092184,0.9788842885402971,0.9568956508295552,6620.198441070992,6622.805057100201,10122,12000,0.8435
dynamic,MOI,2,Late,701,1000,0.974142593424025,0.9789336454214921,0.9396364773033196,8083.221634369716,8086.286872954561,12899,15456,0.8345626293995859
dynamic,PASI,2,Early,1,100,0.8233572156787898,0.9198766426514505,0.879248862272084,4283.760881844582,4283.760881844582,7095,8544,0.8304073033707865
dynamic,PASI,2,Middle,301,500,0.9737162139061417,0.9816377497972864,0.8486345422019894,5733.5914012922285,5733.5914012922285,10122,12000,0.8435
dynamic,PASI,2,Late,701,1000,0.9744396212390835,0.9815230717766493,0.8239796393187323,6932.347073258514,6932.347073258514,12899,15456,0.8345626293995859
